Serial Numer,Deposits 2016
1,191645.7
2,191645.7
3,191645.7
4,128339.9
5,191645.7
6,183602.5
7,120395.4
8,64675.0
9,93070.6
10,91988.9
11,191645.7
12,191645.7
13,143333.8
14,191645.7
15,191645.7
16,191645.7
17,87801.9
18,191645.7
19,191645.7
20,135948.1
21,191645.7
22,191645.7
23,191645.7
24,191645.7
25,191645.7
26,191645.7
27,191645.7
28,191645.7
29,191645.7
30,62746.9
31,191645.7
32,191645.7
33,191645.7
34,191645.7
35,191645.7
36,191645.7
37,191645.7
38,191645.7
39,191645.7
40,191645.7
41,191645.7
42,191645.7
43,59379.9
44,191645.7
45,191645.7
46,191645.7
47,119396.3
48,187206.1
49,191645.7
50,191645.7
51,61273.8
52,191645.7
53,191645.7
54,191645.7
55,102769.6
56,180784.9
57,191645.7
58,178217.3
59,191645.7
60,191645.7
61,191645.7
62,191645.7
63,114101.0
64,191645.7
65,191645.7
66,191645.7
67,160543.8
68,191645.7
69,146289.1
70,135099.3
71,131561.6
72,191645.7
73,134181.4
74,191645.7
75,137280.3
76,191645.7
77,143866.9
78,191645.7
79,191645.7
80,175526.8
81,179321.6
82,50421.3
83,191645.7
84,191645.7
85,191645.7
86,191645.7
87,191645.7
88,178713.9
89,24660.4
90,107400.6
91,191645.7
92,191645.7
93,191645.7
94,155031.6
95,114580.9
96,191645.7
97,191645.7
98,181567.8
99,191645.7
100,191645.7
101,115568.1
102,191645.7
103,187206.1
104,183580.3
105,132782.4
106,123959.9
107,191645.7
108,191645.7
109,191645.7
110,181240.8
111,167252.0
112,91050.5
113,191645.7
114,191645.7
115,83434.3
116,139982.5
117,67818.6
118,89437.5
119,134716.2
120,180420.2
121,137037.8
122,191645.7
123,65544.0
124,191645.7
125,191645.7
126,38873.1
127,139449.8
128,113845.5
129,104230.9
130,181240.8
131,114020.9
132,135560.0
133,182567.3
134,191645.7
135,191645.7
136,191645.7
137,191645.7
138,141335.9
139,191645.7
140,191645.7
141,147522.5
142,191645.7
143,54119.4
144,80009.0
145,189305.2
146,191645.7
147,181519.0
148,191645.7
149,191645.7
150,122179.1
151,84331.4
152,66187.3
153,191645.7
154,191645.7
155,191645.7
156,191645.7
157,187206.1
158,174431.5
159,182016.1
160,181748.2
161,191645.7
162,179961.9
163,191645.7
164,191645.7
165,191645.7
166,145725.5
167,191645.7
168,191645.7
169,191645.7
170,59615.0
171,143110.4
172,79364.6
173,191645.7
174,136624.3
175,70967.7
176,129879.4
177,191645.7
178,152376.2
179,191645.7
180,191645.7
181,191645.7
182,191645.7
183,191645.7
184,144268.2
185,191645.7
186,191645.7
187,166845.1
188,102964.2
189,191645.7
190,38458.0
191,178443.5
192,191645.7
193,138533.1
194,191645.7
195,191645.7
196,191645.7
197,99394.5
198,71537.7
199,191645.7
200,191645.7
201,187206.1
202,191645.7
203,59170.8
204,191645.7
205,191645.7
206,191645.7
207,191645.7
208,191645.7
209,191645.7
210,191645.7
211,132084.1
212,182620.7
213,106546.4
214,191645.7
215,179228.8
216,191645.7
217,179228.9
