Serial Numer,Deposits 2016
1,1185041101.0735154
2,384506.66470065207
3,294654.3007597053
4,132198.9111150076
5,251113.1522170161
6,165468.62420010296
7,121485.80874720452
8,65427.10656221662
9,94780.07683047344
10,96216.35522727377
11,409066.4264366648
12,184889.6653213533
13,152638.79726601418
14,207490.7696563463
15,311777.45934214356
16,254557.29479914642
17,88186.3133421556
18,650283.0569235532
19,474381.296404961
20,138558.50283771177
21,540362.0704130494
22,564123.0773273797
23,552826.0293009353
24,340794.5161534339
25,879656.772137646
26,587716.8593691769
27,430118.85760883434
28,399747.5103555479
29,274243.2085521283
30,64918.70093085209
31,273383.9254782055
32,328308.3946292596
33,492140.65102650854
34,532423.5327397095
35,7770829.13040279
36,447703.8540596626
37,403535.41032239626
38,309955.77026487887
39,791088.0417456096
40,2245280.6621097284
41,280030.6754967268
42,283515.2448468206
43,59728.264236760086
44,1215104.175695452
45,560860.0459974771
46,656310.420265783
47,117400.10552730414
48,253106.88662661958
49,284652.55449682486
50,245771.58384117245
51,63671.73267467431
52,252421.14703522608
53,254464.70281926313
54,527828.1736358423
55,106242.5370496884
56,218013.39064938185
57,496422.49910274724
58,194324.1346539522
59,320858.72342193325
60,223750.33632897865
61,187824.68052607664
62,1209786.616293565
63,124184.603695747
64,209194.2483894424
65,509408.2248724649
66,401479.51185634366
67,165958.47179832018
68,1116810.1066994222
69,152219.27766641587
70,137070.36764510797
71,136575.32090832916
72,364666.05044636247
73,136639.87334360846
74,329326.0830892531
75,141172.24853563603
76,238227.6992309819
77,146566.21101856016
78,215107.21332522773
79,267434.73680509615
80,164766.559200388
81,168243.9407978679
82,49367.774381940566
83,199690.5439797613
84,393676.02339534013
85,239239.66020998755
86,312299.2031963609
87,294970.073033425
88,168598.1310970656
89,27287.51284849994
90,106655.15996424874
91,181631.10478763687
92,758257.4663572708
93,346436.6196837002
94,147940.41461733633
95,118610.6825399742
96,520422.940309843
97,280710.9831818664
98,172433.87775388316
99,272549.3524452341
100,244304.67095201786
101,118331.98499914943
102,260557.79996260404
103,189084.27861779428
104,171894.87777025576
105,138083.0225874117
106,131723.46564092793
107,304248.39859920664
108,421447.87468461157
109,620156.8964257855
110,185996.90824277664
111,172053.8804794935
112,93392.66632134063
113,183239.71838960156
