Serial Numer,Deposits 2016
1,1184927713.4118896
2,384476.3307166568
3,294619.23133711447
4,132194.60697967044
5,251089.5632458313
6,165468.05691531277
7,121477.96926914793
8,65427.123884923334
9,94780.55964354274
10,96214.12053911336
11,409047.9920403221
12,184880.70290548578
13,152628.2133914817
14,207471.72406955514
15,311743.0920872194
16,254508.55820895612
17,88182.84043717678
18,650256.935179971
19,474345.4415024249
20,138551.10384042046
21,540346.6069907227
22,564077.7330127548
23,552777.65645683
24,340754.84321853786
25,879542.801545423
26,587693.9580515845
27,430097.7656317415
28,399734.73777995794
29,274216.1246171624
30,64921.33365213849
31,273368.1020628793
32,328270.02959376434
33,492080.5159938474
34,532363.5038514117
35,7765330.532413799
36,447671.41107879084
37,403514.6008552094
38,309937.44651703193
39,791013.1929629518
40,2245122.4231893755
41,280002.41964654945
42,283492.9601584085
43,59730.878337900205
44,1214935.7279038911
45,560802.7924730271
46,656245.4772603976
47,117391.72800168718
48,253067.34810839428
49,284632.49063629884
50,245768.76303251463
51,63674.24197598776
52,252408.85938018168
53,254458.5042451389
54,527778.4572482696
55,106243.03688978296
56,217990.16118460978
57,496419.97869718244
58,194274.3877271121
59,320847.6101931401
60,223743.40950905328
61,187821.33823411574
62,1209662.1382861687
63,124186.98837862883
64,209189.8436729846
65,509366.7300287944
66,401442.96444044705
67,165942.7010922312
68,1116740.0106003915
69,152212.02581378474
70,137065.07613218436
71,136573.4541307751
72,364628.1973369944
73,136635.03662545086
74,329302.54143586906
75,141166.982864035
76,238205.75579113545
77,146563.97664045493
78,215094.28009705906
79,267416.0136452319
80,164759.88957712095
81,168239.02481647767
82,49369.021189818945
83,199686.17175189493
84,393603.24819147383
85,239223.96609361604
86,312271.57115904684
87,294947.59712036606
88,168591.91534774197
89,27293.085817309136
90,106656.8253972459
91,181621.60119295263
92,758153.3543239783
93,346404.06671055785
94,147954.60770678366
95,118608.30317749153
96,520394.44261719234
97,280675.4925684395
98,172423.73502424266
99,272523.06811339065
100,244293.74486551937
101,118331.3773234702
102,260549.21163259505
103,189081.1492246088
104,171885.72061415072
105,138078.15374078054
106,131720.5151271613
107,304239.74470272823
108,421401.1133452541
109,620144.5686613147
110,185981.48103431397
111,172037.14198896315
112,93392.51508121699
113,183235.8620039417
114,231510.31677572767
115,88410.91813464958
116,144646.19265660367
117,69065.08961934951
118,93709.87145154784
119,140057.1819361618
120,168976.63908989777
121,133162.4446901214
122,233110.17371814905
123,65250.09884364737
124,737593.632609006
125,682408.9533032562
126,42467.15549261696
127,143268.58081793692
128,116233.47027609035
129,100695.55724635531
130,192564.69779471937
131,117671.67010193679
132,140824.03572111245
133,185445.80637109617
134,227880.8239637646
135,241396.62224082192
136,277744.72486980224
137,401513.1241351433
138,145038.2895547547
139,479926.9939874078
140,402592.9479384237
141,153989.33329872257
142,291257.46966452553
143,57233.50596801408
144,81286.13654260949
145,273352.3888807749
146,493118.96992662735
147,184852.3255280457
148,1007759.8168915658
149,475546.1139923124
150,127889.31276912833
151,88514.16052073441
152,69179.44235872
153,295747.1394955472
154,854404.7224372058
155,93638860.60607405
156,392508.5371467584
157,230723.8038519801
158,157798.40559204007
159,181684.27518979707
160,188874.25247823115
161,263357.6878061965
162,179166.6198163646
163,234599.89779400278
164,236640.28389452136
165,308119.9864504313
166,155577.79110490976
167,714076.7706661669
168,243766.30362260924
169,643855.2047441844
170,59814.50691475323
171,148861.5871591086
172,83530.18567605584
173,209843.9124839198
174,135160.3490371039
175,73808.74740852558
176,139448.51471709058
177,358247.80590795877
178,148042.01074185205
179,254554.98274602758
180,248692.786959481
181,240092.82042386715
182,230623.364285529
183,748119.8213441643
184,148562.66156110304
185,210954.79489883265
186,266170.4755734728
187,176406.0897429381
188,111284.07161726229
189,266154.413218763
190,42517.89741984207
191,169929.40131637763
192,198404.32576009328
193,138540.63314002607
194,333937.84091537754
195,274153.27654197486
196,1200778.1398574226
197,99081.18747731985
198,72933.19769379444
199,759165.4186025037
200,1544976.5752397433
201,279598.4435203875
202,400340.4623611467
203,30658.367167438613
204,1131448.2981064408
205,461078.5560489158
206,660847.5060560855
207,424542.3279497572
208,482478.07639324997
209,641637.7167224776
210,613148.4012934128
211,139567.85524758676
212,198151.77256415712
213,112256.38473318689
214,241385.55427840148
215,225332.5478897499
216,317485.6050168651
217,214282.7814389728
218,140656.74276413544
219,247227.56628355675
220,161354.16934773233
221,139517.54761214298
222,152082.3365405438
223,171942.92212708548
224,270726.16316591226
225,188268.43357401877
226,383924.1296981644
227,109480.61130985708
228,230125.0668876048
229,261521.60415572496
230,308494.2888261768
