Serial Numer,Deposits 2016
1,204658.87420112602
2,204658.87420112602
3,204658.87420112602
4,130971.37360547036
5,204658.87420112602
6,203239.92057370674
7,120968.85656665682
8,62544.45459152937
9,93084.29516441701
10,93787.67837093712
11,204658.87420112602
12,209769.82618772596
13,147820.427473458
14,204658.87420112602
15,204658.87420112602
16,209769.82618772596
17,85244.22947180067
18,204658.87420112602
19,204658.87420112602
20,133503.90338340338
21,204658.87420112602
22,204658.87420112602
23,204658.87420112602
24,204658.87420112602
25,204658.87420112602
26,204658.87420112602
27,204658.87420112602
28,204658.87420112602
29,205102.28852145135
30,64469.07541963553
31,204658.87420112602
32,204658.87420112602
33,204658.87420112602
34,204658.87420112602
35,204658.87420112602
36,204658.87420112602
37,204658.87420112602
38,204658.87420112602
39,204658.87420112602
40,204658.87420112602
41,205102.28852145135
42,204658.87420112602
43,59451.417535800356
44,204658.87420112602
45,204658.87420112602
46,204658.87420112602
47,115875.2367811518
48,209769.82618772596
49,204658.87420112602
50,204658.87420112602
51,62579.01798892565
52,204658.87420112602
53,204658.87420112602
54,204658.87420112602
55,102909.91603709472
56,174866.64685586287
57,204658.87420112602
58,167599.01876270951
59,204658.87420112602
60,204658.87420112602
61,209769.82618772596
62,204658.87420112602
63,121661.28446292478
64,204658.87420112602
65,204658.87420112602
66,204658.87420112602
67,165246.67992351562
68,204658.87420112602
69,149742.1148381313
70,133503.90338340338
71,133503.90338340338
72,204658.87420112602
73,133503.90338340338
74,204658.87420112602
75,135262.29526825497
76,204658.87420112602
77,145918.64492174296
78,205102.28852145135
79,204658.87420112602
80,171244.41985119958
81,173339.080083393
82,50179.67784112023
83,204658.87420112602
84,204658.87420112602
85,204658.87420112602
86,204658.87420112602
87,204658.87420112602
88,171887.55511434437
89,25447.363124592666
90,110364.46878793644
91,209769.82618772596
92,204658.87420112602
93,204658.87420112602
94,153957.10956990832
95,115946.21228322963
96,204658.87420112602
97,204658.87420112602
98,175195.44198285523
99,204658.87420112602
100,204658.87420112602
101,115463.78427134767
102,204658.87420112602
103,209769.82618772596
104,175195.44198285523
105,133503.90338340338
106,130773.15313844882
107,204658.87420112602
108,204658.87420112602
109,204658.87420112602
110,174946.27637403802
111,167694.9749929622
112,90202.57968747853
113,209769.82618772596
114,204658.87420112602
115,83418.83501900993
116,146418.26819447862
117,69987.00622903407
118,90202.57968747853
119,133504.86061449713
120,168977.41202314626
121,129419.7494121508
122,204658.87420112602
123,62544.45459152937
124,204658.87420112602
125,204658.87420112602
126,41713.4745875393
127,135930.1914073331
128,115875.2367811518
129,99854.95075580255
130,174946.27637403802
131,118562.14612363682
132,134780.7691192524
133,174000.32748315504
134,204658.87420112602
135,204658.87420112602
136,205102.28852145135
137,204658.87420112602
138,146781.67521517788
139,204658.87420112602
140,204658.87420112602
141,149262.79406734425
142,204658.87420112602
143,55263.37792245737
144,80367.65884326318
145,209769.82618772596
146,204658.87420112602
147,174098.78285118385
148,204658.87420112602
149,204658.87420112602
150,129238.67490428551
151,85303.81175943832
152,69173.75683241429
153,204658.87420112602
154,204658.87420112602
155,204658.87420112602
156,204658.87420112602
157,209769.82618772596
158,157507.64015994736
159,177020.0352625506
160,174877.47276387177
161,204658.87420112602
162,179358.7783557453
163,204658.87420112602
164,204658.87420112602
165,204658.87420112602
166,148626.9509042697
167,204658.87420112602
168,204658.87420112602
169,204658.87420112602
170,59323.15676422612
171,148443.0168494596
172,81863.57541253521
173,204658.87420112602
174,133312.69426643453
175,71811.30900758819
176,133626.8694866693
177,204658.87420112602
178,148670.4532153884
179,204658.87420112602
180,204658.87420112602
181,204658.87420112602
182,204658.87420112602
183,204658.87420112602
184,147555.2892815268
185,204658.87420112602
186,205102.28852145135
187,172495.62211583284
188,107573.04820533794
189,204658.87420112602
190,41506.86679654226
191,173140.61239344627
192,205102.28852145135
193,134305.5351263206
194,204658.87420112602
195,204658.87420112602
196,204658.87420112602
197,101339.010811428
198,69989.16511109321
199,204658.87420112602
200,204658.87420112602
201,209769.82618772596
202,204658.87420112602
203,50628.075870027744
204,204658.87420112602
205,204658.87420112602
206,204658.87420112602
207,204658.87420112602
208,204658.87420112602
209,204658.87420112602
210,204658.87420112602
211,135154.03930818973
212,174372.00536125433
213,109674.6498021866
214,204658.87420112602
215,175151.43487942946
216,204658.87420112602
217,174946.27637403802
218,132518.86421779628
219,204658.87420112602
220,157274.21520614414
221,140572.6614298315
222,147756.22542551198
223,172916.77657693502
224,204658.87420112602
225,174672.3142584803
226,204658.87420112602
227,106202.07180513242
228,204658.87420112602
229,204658.87420112602
230,204658.87420112602
231,158275.50684702036
232,204658.87420112602
233,149742.1148381313
234,157490.07631040036
235,204658.87420112602
236,204658.87420112602
237,149692.1524526551
238,204658.87420112602
239,209769.82618772596
240,204658.87420112602
241,210491.79991572862
242,165523.36839210862
243,204658.87420112602
244,121799.61976796207
245,204658.87420112602
246,204658.87420112602
247,149033.86023608767
248,170897.25321489773
249,100699.23324157283
250,209769.82618772596
251,204658.87420112602
252,209660.7302703634
253,209769.82618772596
254,174946.27637403802
255,209769.82618772596
256,209769.82618772596
257,204658.87420112602
258,164233.8130209668
259,135031.0732049238
260,204658.87420112602
261,209769.82618772596
262,108156.9730680626
263,204658.87420112602
264,152817.78282884986
265,266.9243870365905
266,204658.87420112602
267,174946.27637403802
268,204658.87420112602
269,209769.82618772596
270,204658.87420112602
271,266.9243870365905
272,175818.6330977203
273,209769.82618772596
274,69987.00622903407
275,148670.4532153884
276,43262.101861078285
277,30804.766162685566
278,36324.184604894566
279,59958.81626438445
280,78880.85571864239
281,46351.4407651479
282,117595.0678178209
283,93084.29516441701
284,75995.78341394982
285,129238.67490428551
286,175775.0188178772
287,69987.00622903407
288,75997.94229600896
289,82039.59939000967
290,133935.43311896763
291,69171.59795035515
292,26761.920242495693
293,78839.06754934207
294,60481.59843121306
295,48902.07842344338
296,9343.099011373326
297,36599.59272656987
298,84077.78281889725
299,46362.07449616166
300,123259.38481151768
301,42054.44569588001
302,163044.9294066401
303,69389.08746530063
304,40036.88182494714
305,83505.63005993371
306,149742.1148381313
307,43685.47586945993
308,101339.010811428
309,266.9243870365905
310,75997.94229600896
311,107924.06172386066
312,204658.87420112602
313,204658.87420112602
314,100667.99838305179
315,24280.950561112903
316,204658.87420112602
317,46351.4407651479
318,72288.79656882652
319,148620.49082991222
320,100398.84820026926
321,148170.82994265275
322,120568.33664257285
323,83212.45590925844
324,101011.50665358272
325,205102.28852145135
326,93084.29516441701
327,204658.87420112602
328,152218.3722494287
329,146418.26819447862
330,40861.67778062712
331,120413.77120580217
332,93084.29516441701
333,204658.87420112602
334,266.9243870365905
335,204658.87420112602
336,169601.76558722148
337,204658.87420112602
338,204658.87420112602
339,205102.28852145135
340,209769.82618772596
341,79839.57598401081
342,169561.36227188035
343,155834.4820553946
344,147034.996936838
345,204658.87420112602
346,85303.81175943832
347,205102.28852145135
348,204658.87420112602
349,209769.82618772596
350,149742.1148381313
351,111953.44251756821
352,209769.82618772596
353,204658.87420112602
354,53992.256718804696
355,209769.82618772596
356,60465.74449781331
357,150920.86445522823
358,121399.0998438781
359,209769.82618772596
360,118436.21099605804
361,204658.87420112602
362,81667.6275947535
363,209769.82618772596
364,204658.87420112602
365,209769.82618772596
366,204658.87420112602
367,204658.87420112602
368,266.9243870365905
369,266.9243870365905
370,266.9243870365905
371,266.9243870365905
372,266.9243870365905
373,2932.1490261372
374,266.9243870365905
375,266.9243870365905
376,266.9243870365905
377,266.9243870365905
378,266.9243870365905
379,266.9243870365905
380,19272.249210201553
381,41535.16076810281
382,266.9243870365905
383,266.9243870365905
384,266.9243870365905
385,266.9243870365905
386,266.9243870365905
387,266.9243870365905
388,266.9243870365905
389,266.9243870365905
390,266.9243870365905
391,266.9243870365905
392,266.9243870365905
393,58642.69824332149
394,266.9243870365905
395,36599.59272656987
396,204658.87420112602
397,266.9243870365905
398,175151.43487942946
399,266.9243870365905
400,204658.87420112602
401,204658.87420112602
402,209769.82618772596
403,204658.87420112602
404,204658.87420112602
405,266.9243870365905
406,204658.87420112602
407,266.9243870365905
408,204658.87420112602
409,266.9243870365905
410,129238.67490428551
411,204658.87420112602
412,204658.87420112602
413,204658.87420112602
414,209769.82618772596
415,204658.87420112602
416,205102.28852145135
417,205102.28852145135
418,172711.61807154358
419,209769.82618772596
420,204658.87420112602
421,204658.87420112602
422,204658.87420112602
423,101105.90686703974
424,204658.87420112602
425,121470.07534595592
426,209769.82618772596
427,204658.87420112602
428,204658.87420112602
429,205102.28852145135
430,204658.87420112602
431,205102.28852145135
432,209769.82618772596
433,148670.4532153884
434,266.9243870365905
435,204658.87420112602
436,174946.27637403802
437,56634.64749867745
438,174946.27637403802
439,266.9243870365905
440,51506.5991542226
441,148348.30392310538
442,205102.28852145135
443,204658.87420112602
444,100398.84820026926
445,46581.076433456
446,177672.917618088
447,129238.67490428551
448,109266.5331750832
449,204658.87420112602
450,266.9243870365905
451,204658.87420112602
452,204658.87420112602
453,101311.89169488629
454,266.9243870365905
455,155644.3040081272
456,204658.87420112602
457,120219.8296004584
458,266.9243870365905
459,158275.50684702036
460,174946.27637403802
461,204658.87420112602
462,266.9243870365905
463,145918.64492174296
464,151382.97932733252
465,100699.23324157283
466,61428.606670955494
467,266.9243870365905
468,148047.86383938682
469,266.9243870365905
470,149742.1148381313
471,69173.75683241429
472,204658.87420112602
473,266.9243870365905
474,89105.18415534559
475,209769.82618772596
476,69987.00622903407
477,266.9243870365905
478,135031.0732049238
479,203015.5724812356
480,131136.84583434876
481,72618.22136533662
482,266.9243870365905
483,69987.00622903407
484,204658.87420112602
485,80820.07641186703
486,81726.22540454652
487,128950.56325046733
488,129429.88402125437
489,157274.21520614414
490,148047.86383938682
491,116576.45161946319
492,89105.18415534559
493,59716.84195645152
494,52108.2943445107
495,209769.82618772596
496,60771.92585167474
497,26132.800371351477
498,42372.388926909654
499,209769.82618772596
500,157267.39941300344
501,210612.6801796912
502,85719.53791712545
503,176641.33819058503
504,72139.32993763391
505,266.9243870365905
506,204658.87420112602
507,204658.87420112602
508,157067.06321954986
509,112360.11614303512
510,209769.82618772596
511,101011.50665358272
512,54970.04174978559
513,137316.26431365873
514,206743.9133647274
515,37523.85852731301
516,24437.068412750712
517,32123.896245970864
518,266.9243870365905
519,266.9243870365905
520,19988.282848523955
521,266.9243870365905
522,209769.82618772596
523,168616.5471412089
524,31661.463857859962
525,100699.23324157283
526,24437.068412750712
527,51084.72904388436
528,174160.84583741802
529,209769.82618772596
530,209769.82618772596
531,84122.68695118527
532,152954.4424323511
533,61300.34589938126
534,77758.57230461312
535,176216.15928630086
536,167694.9749929622
537,48586.320776312205
538,37160.290091215335
539,100398.84820026926
540,63246.425933705395
541,85427.67381414579
542,175198.6656899226
543,93084.29516441701
544,209769.82618772596
545,63466.27086837862
546,52685.6283265317
547,209769.82618772596
548,46035.68311801672
549,46315.74367889281
550,175071.80536125432
551,42944.15863004864
552,109266.5331750832
553,69173.75683241429
554,209769.82618772596
555,174372.00536125433
556,120990.75457516887
557,45918.45338607689
558,69987.00622903407
559,81626.97583307492
560,148047.86383938682
561,10474.960251141443
562,101951.66926474146
563,37593.997089162105
564,69987.00622903407
565,39699.805365271684
566,62037.07388685133
567,43262.101861078285
568,57804.05558720521
569,48586.320776312205
570,46581.076433456
571,77505.63657347877
572,75992.03621841842
573,42549.09395281067
574,209769.82618772596
575,74203.18700615517
576,266.9243870365905
577,266.9243870365905
578,19988.282848523955
579,174166.84685586285
580,266.9243870365905
581,146737.30289654838
582,52685.6283265317
583,80820.07641186703
584,75997.94229600896
585,48902.07842344338
586,106599.48448812148
587,90202.57968747853
588,41179.26829147403
589,59716.84195645152
590,57804.05558720521
591,37381.52942206726
592,69987.00622903407
593,100398.84820026926
594,132057.07826680693
595,101009.34777152358
596,41749.7546211392
597,101011.50665358272
598,24437.068412750712
599,60755.57992153458
600,117189.11007277665
601,132016.35253575267
602,100707.87023612154
603,71809.15012552905
604,75995.78341394982
605,134039.72980271812
606,101311.89169488629
607,46433.84366518883
608,81151.09433091081
