serial number,credit_amount
1,2421.574222523235
2,1666.9177442336534
3,2508.670416334812
4,2280.1066995593455
5,2531.974237395163
6,4320.121533905947
7,1251.3057260101946
8,1393.8410648293834
9,8464.361291613692
10,3143.0641405570004
11,3402.9157416446506
12,1192.0084751268764
13,4579.977437860065
14,1457.0680672805352
15,3253.821904621044
16,3317.8632203253264
17,1240.4709580517879
18,4255.840314929568
19,6201.3562327557975
20,337.7272063004334
21,2002.3613377284505
22,1061.1784732509254
23,2304.503053831435
24,804.2524044555457
25,4857.59872905948
26,1764.4096425330742
27,2554.0669763441856
28,5078.373160648513
29,5140.392461798112
30,6568.060953969762
31,3924.071586891467
32,2693.4104835426288
33,4517.091627479562
34,4209.360539935866
35,1368.3034007053723
36,3260.8478725740288
37,2187.6877583822984
38,2739.268852599814
39,3574.925930302996
40,1307.890966479763
41,2087.019743762517
42,3788.639142691087
43,1187.4409101880758
44,4192.574336208993
45,2150.5291876267993
46,5653.76657672603
47,3752.698177119276
48,774.868421044253
49,2008.8440514172455
50,756.0669005214563
51,-156.3896929637781
52,5513.267892083755
53,4214.70993023686
54,3697.2765152331726
55,4258.977153020361
56,1902.948538314893
57,1345.6381547667427
58,4410.566373537328
59,2726.8332440543436
60,2044.8018976958278
61,2364.512435514711
62,3610.413141595696
63,2016.4549910529745
64,2492.406938489211
65,2359.723679204004
66,2304.09642496836
67,1736.377947581641
68,2573.341413706393
69,3042.3811696440544
70,730.003177456801
71,4192.478237089495
72,1069.3048310416143
73,3187.818192389873
74,469.23569762050647
75,4355.582319477858
76,1712.1757877811658
77,7475.43390993592
78,1554.1153748260103
79,5821.440021045859
80,3754.3387082459885
81,5953.662556512403
82,7130.0827158447855
83,1904.9355648429848
84,709.0498636500893
85,4287.150489035561
86,1290.0648240917758
87,5433.147236190616
88,5267.403304684869
89,3437.8325495707536
90,4955.230478402531
91,3888.4301359776346
92,2610.242910840232
93,1109.4367805604797
94,5439.0036535475265
95,3513.40374027783
96,7237.751358910231
97,3248.403559432032
98,1307.2961390531846
99,3162.12452528843
100,4688.797374167012
101,2846.411351568958
102,4286.156275037501
103,5735.9110136779855
104,2097.189501310745
105,2601.5945059185096
106,4120.009108007907
107,3984.9140281745767
108,3317.304316171824
109,5107.438598071544
110,3499.3736214048504
111,1377.5627313665566
112,3470.1262423035078
113,3200.502947060057
114,3644.7766723492105
115,3767.20348417575
116,7001.736251477867
117,5647.234371311904
118,5344.763702397402
119,3331.1416744963403
120,3155.077875271343
121,2155.8067546204534
122,4368.965385061042
123,1949.441957971954
124,3803.1611909906287
125,4503.99396351135
126,3625.2102603849316
127,1639.6018951026542
128,5443.4706017079925
129,3261.4516794013025
130,1910.2895462934507
131,3001.3851470498953
132,3241.187344178781
133,1862.419677442565
134,1850.8778854168813
135,1325.0704482236195
136,4844.343961224471
137,516.9748508983625
138,3789.350871799627
139,3414.5537009046293
140,6727.587963822784
141,5670.039926803416
142,1270.159988601506
143,4066.9213639261793
144,2503.4985755054877
145,1216.183675728119
146,4786.516900245856
147,4645.823838108407
148,4850.903286225455
149,2737.8593862384996
150,2743.30177283624
151,3015.502519344781
152,5594.87415235141
153,3597.88664204185
154,3249.358128388163
155,1873.202203720121
156,2176.218105855387
157,1180.1284027062136
158,2329.7378607874803
159,2652.274144361002
160,3344.574626978373
161,995.3010593780177
162,4394.97030796792
163,3767.6390471268332
164,2503.042967011018
165,2442.2120242247956
166,2612.6890323990656
167,1870.7127036661316
168,2561.9063965501723
169,3847.872780665498
170,2953.292228153742
171,1695.9059990688045
172,3441.7098231685172
173,4399.108516912796
174,3848.3910018521947
175,2591.184272750279
176,913.3527846020174
177,1944.665703770981
178,3613.5516285562626
179,2191.901641447122
180,2986.7644439632686
181,3716.23237407286
182,4635.939629840823
183,4166.455006246795
184,4134.629098783352
185,3263.4623947649425
186,1295.3921045505826
187,4204.278320946234
188,1713.9755177613517
189,6053.175638204899
190,1731.028710526028
191,3670.6396654491346
192,1975.683917730865
193,3119.522524230231
194,3569.5121048894325
195,3236.092195187095
196,1628.7032969704003
197,4803.310497486435
198,1573.8727049305703
199,4172.157827665167
200,4349.882917601493
