url_id,shares
4,1315.343805
11,1337.757918
15,1476.870552
20,1570.180182
26,1495.683509
31,1435.936634
34,1512.644381
37,1566.252135
39,1297.761383
42,1526.721377
48,1447.280407
50,1545.024639
52,1519.284079
54,1341.625314
55,1531.969113
59,1465.568646
70,1405.317471
71,1353.390677
72,1537.508818
74,1586.418444
75,1509.455435
77,1405.793751
79,1577.41482
82,1531.45941
86,1558.228518
93,1509.21217
95,1572.313852
98,1584.269976
99,1481.457645
102,1502.568312
107,1340.949745
111,1355.403859
115,1567.735208
118,1477.84381
121,1431.509806
124,1378.757481
125,1354.814622
126,1551.487539
128,1454.276384
136,1545.561964
138,1617.915197
143,1465.423587
149,1517.805475
151,1546.271086
156,1394.269788
161,1411.405586
165,1467.883056
167,1334.577298
169,1423.303651
174,1394.729986
181,1465.001993
182,1492.290182
184,1450.048922
191,1531.625695
192,1455.001215
193,1507.650604
194,1587.096096
195,1602.327245
197,1580.572606
198,1473.796002
199,1511.012635
200,1531.66309
205,1495.812444
209,1523.385276
240,1639.819219
241,1448.217409
248,1564.085224
252,1480.392055
256,1512.615569
258,1511.545892
259,1496.964086
261,1425.793481
262,1576.661366
264,1537.143852
270,1525.330753
275,1452.04519
280,1515.62359
281,1608.296341
286,1482.499383
290,1539.328965
296,1459.179575
298,1647.687646
299,1567.201418
301,1310.572637
303,1287.816954
306,1509.634634
307,1593.628828
309,1529.871892
311,1522.633744
312,1437.322648
313,1627.54986
316,1597.268082
321,1569.158645
331,1691.271475
336,1598.566761
342,1632.213926
346,1512.957525
347,1616.441902
350,1621.826304
355,1547.509508
357,1439.471636
361,1483.517106
364,1524.944678
371,1448.990213
373,1446.749535
374,1372.898249
380,1379.430677
383,1584.122291
384,1364.449657
396,1643.829504
398,1595.509054
399,1505.341769
403,1546.688513
406,1344.361771
409,1444.278811
413,1522.700247
414,1521.598464
415,1445.598998
417,1532.350641
429,1484.20433
433,1509.052214
439,1392.397067
444,1419.156968
445,1571.432772
447,1433.303624
