serial number,credit_amount
1,2677.8954464159706
2,1875.9956370286377
3,2554.412059933168
4,2384.9231918262503
5,2638.291528780669
6,4094.247113709214
7,1342.1545311903346
8,1607.635297948239
9,7937.07096423702
10,3131.8329887086084
11,3302.2993284517447
12,1350.8855286229698
13,4409.334388502428
14,1681.136914888211
15,3307.0522990145746
16,3326.520400088719
17,1405.6444329679198
18,4065.5144406435006
19,5944.758352798762
20,615.8549363202424
21,2053.7757059334226
22,1273.935596517277
23,2471.5578717806393
24,1046.867364451558
25,4650.120251699371
26,1912.2717342070687
27,2638.0057104814045
28,4938.753296622715
29,4968.483001508968
30,6297.6482478965245
31,3927.4382182896165
32,2715.368597535444
33,4425.588698829437
34,4032.695390009785
35,1441.8220575900064
36,3281.88818434565
37,2267.3969043569614
38,2715.394913489316
39,3556.2246887937717
40,1448.5318005775239
41,2205.7837057173
42,3735.0503214933733
43,1336.306030986037
44,4039.884972111624
45,2410.958925033365
46,5306.31686512421
47,3665.490494005253
48,958.7322847821924
49,2036.0640464749024
50,1009.4966208433275
51,307.61484197455184
52,5196.479021839862
53,4106.834084526817
54,3590.4863612776835
55,4164.705969033419
56,1955.4135178726615
57,1610.54069738302
58,4316.058909990899
59,2711.3352097022243
60,2198.5022354279563
61,2473.3616486597157
62,3574.869453052662
63,2016.4270600624736
64,2557.159211980391
65,2454.9773962957956
66,2416.4229654314527
67,1873.079789260253
68,2670.142860698078
69,3109.1512524099016
70,1094.8773868973262
71,4046.4033321772836
72,1347.0491299560797
73,3204.201934299971
74,782.3416034601332
75,4117.919849443944
76,1915.1002308408142
77,6856.273455270728
78,1760.0396988261566
79,5523.398778745757
80,3585.851164695232
81,5670.229319255292
82,6637.1146046638005
83,2069.2053685185365
84,1070.6843875510308
85,4127.797180458767
86,1473.5908118481989
87,5237.312434279632
88,5018.407797015296
89,3492.0014602953015
90,4681.254793273281
91,4032.0601505615114
92,2674.201345263274
93,1367.6417794334625
94,5184.441222994414
95,3406.5512034102194
96,6878.354908200409
97,3232.6805398597207
98,1534.8319033877485
99,3114.7261398023425
100,4411.278508759979
101,2899.841690678785
102,3975.7533141267972
103,5497.654242071498
104,2147.3246963782112
105,2701.2103030939074
106,4006.954766040345
107,3713.6493737800206
108,3257.9041698850174
109,4794.129150815417
110,3332.469499857664
111,1564.946443239921
112,3395.504673565073
113,3163.695499742076
114,3529.88440628217
115,3645.5944917758384
116,6710.782387101739
117,5297.669550169243
118,5113.57801099045
119,3307.2739916557125
120,3278.247788820805
121,2315.1936053695326
122,4259.45711203302
123,2017.582982813101
124,3762.519013511729
125,4164.640437910326
126,3458.868007362837
127,1809.9039257601921
128,5327.729642242255
129,3218.017257300442
130,2046.7025075486579
131,2925.464713199176
132,3175.745524449413
133,1974.7539866739914
134,2028.1505474359465
135,1558.2391710076868
136,4761.698771163312
137,762.0679794631255
138,3730.8293231335347
139,3488.5798979068572
140,6345.057714696612
141,5328.155567659024
142,1466.349909150998
143,3979.719519912574
144,2535.1383911241437
145,1454.1456765541766
146,4519.8899618107125
147,4399.901994192026
148,4732.778310619673
149,2697.682179365985
150,2793.5186506593195
151,3178.5414236479587
152,5300.118605636842
153,3576.974310486225
154,3395.164693759208
155,1975.5186090933983
156,2379.0437893097533
157,1450.9443623437605
158,2375.6099681928067
159,2638.234479012345
160,3483.412256026458
161,1215.5415651796648
162,4191.043096701782
163,3650.655980436537
164,2611.808738531869
165,2410.337834489757
166,2668.778931571909
167,1991.0785048259659
168,2790.6995710616725
169,3650.4025858218833
170,2869.425278286298
171,1875.5092401633501
172,3319.497268466347
173,4161.976243791284
174,3827.947357475275
175,2615.5425166378463
176,1135.3339694783726
177,2008.0728844142745
178,3675.437210791815
179,2375.4242355180168
180,2918.7588263363396
181,3625.992211919469
182,4685.224126720785
183,4134.587542862609
184,4011.811248880885
185,3191.6140877154476
186,1569.253852269368
187,4063.0190589182757
188,1870.5199693930838
189,5895.470338376105
190,1910.7065000095188
191,3543.240494064503
192,2107.6547727872476
193,3007.6773064326967
194,3621.1751347189693
195,3223.026101179213
196,1741.9133115300122
197,4634.848466583676
198,1769.2956302020484
199,4039.7284826506857
200,4319.225185672487
