url_id,shares
4,637.476833061527
11,718.0335023721937
15,791.830434563546
20,1038.5487903564115
26,870.684133834615
31,839.2911403690366
34,814.9398739757545
37,1040.4210364492696
39,662.0995242087811
42,927.3850195387961
48,734.6103731873438
50,994.6253610835914
52,961.0802384864903
54,663.4030991329917
55,973.8936519204373
59,784.8727312048485
70,752.9616035699752
71,748.7357773097337
72,961.8217335192346
74,1088.033654898464
75,939.6552945433342
77,762.6965615495617
79,1033.947985422961
82,977.3807299112735
86,1043.7882590277882
93,956.3674410480012
95,1036.1816818877794
98,1073.0043684323314
99,893.7188618615651
102,944.4932958667619
107,689.4225951475728
111,694.3565696832729
115,1017.755783599817
118,861.0368867947705
121,782.9783882842523
124,782.0273395540244
125,771.7658490614522
126,993.9474484484413
128,770.9973873041677
136,992.7883812562583
138,1105.5691045727588
143,842.1355855416032
149,955.3423216554379
151,827.1210047157019
156,727.2883071168537
161,828.0711078544407
165,883.7871735678896
167,690.7666388056098
169,653.7021815935542
174,738.4825994422132
181,755.226896267916
182,895.3337997632411
184,892.9821440312845
191,904.8931794795707
192,832.6981264073709
193,951.3478981572398
194,1096.0846168548007
195,1080.88378241412
197,1051.0558098607225
198,920.0265773537418
199,952.7736158942495
200,930.9629137347022
205,893.9698445353476
209,904.0400181288435
240,1186.0593011571818
241,868.3893507454101
248,1054.925710028567
252,787.39450981148
256,953.8168955528008
258,924.5763752737546
259,919.2343846132708
261,854.6067397316054
262,963.1592717743115
264,984.0936485001599
270,954.0871150158717
275,752.0778717907085
280,964.5744504032532
281,1142.8063307513914
286,869.4937456967033
290,960.0292867807309
296,790.7729827611996
298,1184.9286231947706
299,1048.8673444032534
301,668.7200072473083
303,693.4152492628735
306,944.1371568182412
307,1086.9741790285407
309,978.7194071483652
311,940.8166112094025
312,950.5855877825276
313,1202.2153341423227
316,1107.5821874038536
321,1114.5002317080653
331,1347.2552428295064
336,1158.4966645936188
342,1202.176320452561
346,1063.6025364920067
347,1177.386757825171
350,1245.7684964670402
355,1001.7739347317358
357,876.9079847095078
361,924.8288040274801
364,922.7972373517023
371,893.7198717620547
373,872.8926893849018
374,807.263944550717
380,711.5512417497634
383,1086.7154530696148
384,753.9759071004834
396,1184.1863315490446
398,1090.1990795904915
399,950.783297515367
403,964.0878763304394
406,653.9138549567413
409,880.1826859090537
413,901.4317843195266
414,955.5260759500796
415,892.9661749839771
417,941.5264260456014
429,875.7230943582206
433,920.4416737762242
439,834.81621174121
444,754.4259218000592
445,1037.3714151087738
447,785.7518029668555
450,921.9863311039792
454,721.96886284983
457,1250.6971818166421
458,980.7019632284531
463,1316.5654383065264
465,706.9273059452026
471,982.6655180706612
477,787.4394266323916
478,996.981247918757
482,863.4556863023932
483,732.623644097165
489,976.0679369790917
495,1310.5717183392571
496,766.2152389545167
497,768.9673528156939
498,923.3535397792062
501,996.0267977823186
512,991.583171944222
517,930.3785016387197
519,956.8362999710479
531,952.0273002310059
535,1056.3266716913886
536,1025.5152282878876
537,1260.5799197399335
541,946.4062286306569
543,776.1711086712661
549,743.9677532913137
552,1003.8130012652948
553,774.4281000835615
554,1000.8022530288561
559,713.9208688384941
562,909.3812854225362
570,1037.191209886682
572,956.1640655149337
575,1120.00621299021
582,717.5889635886576
583,907.0772038590599
588,865.7008856139703
589,896.4676100272264
593,947.9482729112954
594,954.9083401445798
602,1282.0684888266385
605,936.5399223792494
607,711.6563198563272
608,734.0395495662827
613,886.7132866012364
619,782.2537192254706
621,1149.5873905047924
622,764.6556695451859
626,1308.5099176808512
629,904.3574283317553
630,925.0773095153636
634,969.8749469033778
635,907.8241876308902
640,755.5833271782044
647,1170.941645398684
662,978.5575401432894
674,869.751031674313
675,730.2360543657021
678,805.5744304546761
681,769.5811880622632
683,934.3416964977705
693,977.9670882756893
699,881.739507396059
702,800.7751775684844
708,1134.7685845422025
712,1206.869355014277
713,1032.669869249279
714,978.4367294674015
717,1107.2763851321606
718,1171.7291387000612
719,1174.6909500128545
721,1281.0192625136062
729,1023.833084584287
736,881.1470111600136
737,1216.792236335272
738,1446.5740937814446
744,1015.8488013050838
747,818.5469781274729
748,891.5163335481682
750,1002.7143187556143
755,950.4659636942158
759,876.8541387665314
770,953.6025352471529
776,940.8414944600564
778,798.17680320569
787,772.1533976109432
789,749.8792419457159
790,785.8790276202908
791,969.8654143378227
810,784.274543298046
815,702.3280645586758
816,1004.0792126844276
823,766.3095229326384
824,670.3510602766083
825,948.8147840320516
828,994.5024351865032
829,892.6019335082674
833,713.2613164930453
834,975.7394659906402
840,711.6088835751839
841,782.9841824479215
842,928.2322859826828
845,847.6178517111267
849,737.8767844195946
854,1034.0049441360845
856,868.798121471869
859,734.9960416973682
861,834.2151564261851
862,679.5707570441562
864,750.3774431572169
865,1039.2625865214284
867,836.5345594002534
871,941.9084191465395
875,706.2121452185107
877,828.4492900507515
880,750.0564738954653
882,857.4452294459713
885,834.5010418951385
894,822.6694564609901
897,875.4370673398572
899,861.0408057701062
903,707.5389122037295
907,776.3629405121881
909,874.7563089544501
913,892.4160285763533
915,936.5714378739549
925,763.7002885874922
928,983.4322732582585
930,831.4971135457549
931,813.7719994842465
934,937.5805671067384
940,756.7352151300781
941,918.4794609250574
942,885.2981224034766
943,795.8450964386262
947,836.7451491464844
948,706.8568006356777
956,872.807390649771
961,806.0570673897184
965,701.6163549502633
966,798.0371970871649
969,1147.9676383848637
970,882.8057634182585
976,872.7173143429259
977,814.2939201528111
979,855.3141130162928
983,1030.2407602469873
984,946.4205653608813
985,917.188686266034
988,1010.5294187407493
989,950.7548972106255
995,1047.506914803043
996,914.6809187249304
1000,933.1618664864098
1008,795.6266456313799
1015,865.0593916643106
1018,934.6356722446052
1019,957.8145112421615
1035,832.5999336466006
1044,784.7730993266035
1049,927.8562721697722
1054,912.5510387929789
1056,972.5532110917633
1058,873.568198652154
1061,778.0178513336072
1064,1210.7494171231408
1065,896.7924904244118
1067,959.5240676848568
1071,751.0823907570854
1073,909.9380696833575
1074,1188.1822233608302
1078,958.0090404675373
1086,939.1688340954723
1090,717.4140962003254
1095,716.684363586399
1096,896.8190030222117
1101,907.5213431927766
1102,822.213760236349
1106,932.6351033536989
1110,1118.8145556141217
1113,888.6863489319774
1114,882.2789582991159
1115,1072.5122808028352
1116,934.4945634978455
1120,1566.3490961040893
1123,1434.945748780311
1136,1122.1863505702072
1138,1107.60600992464
1142,1030.8688916291642
1143,1261.0378756278976
1145,1445.5671309972115
1146,1303.6026376534082
1149,1340.4627345044767
1152,1174.5572697984678
1154,1281.3780560499042
1155,1075.2321109088655
1156,1173.9833944819954
1166,927.7640990437577
1170,812.437484468606
1174,822.8468013087551
1177,792.4586625295763
1179,889.7223746080927
1183,724.9009278529875
1184,686.9246608403241
1186,785.32662342931
1187,1092.5287638541981
1190,1122.9686472289761
1192,767.1681201169641
1200,962.8477368546922
1207,847.2976367178994
1208,810.3913022882589
1209,835.218264805519
1211,1211.128499443565
1212,733.4641848142892
1219,793.6212058402471
1225,843.6884022859183
