serial number,credit_amount
1,657.841285609911
2,507.11758797421805
3,602.600099640322
4,677.435210333657
5,693.9191474117191
6,787.4509741174459
7,651.70342011708
8,621.0230206765076
9,814.3495855081895
10,647.9621117993593
11,733.6543268204423
12,614.3591586122351
13,728.5253095209421
14,736.9206456326617
15,747.434252867666
16,660.545242585487
17,742.4248019047545
18,669.880048972738
19,769.5347721446877
20,536.1951409216903
21,652.2922986765816
22,639.1647640295258
23,692.5977557642685
24,565.2693067346809
25,767.1704385105755
26,606.2497903303096
27,522.8209101468885
28,833.6751165369573
29,786.9259762446958
30,871.1438576327619
31,794.9200108336528
32,620.470531458669
33,738.1010461716331
34,714.7024262013666
35,569.370325767876
36,648.818581949864
37,659.9910103973782
38,645.1145417064213
39,665.2009950843873
40,522.7693976011119
41,718.3236211562078
42,730.0687471232692
43,549.1648899322736
44,691.7310421153772
45,672.9501386345769
46,869.997082524354
47,738.9415956781562
48,637.5168232713364
49,672.5845020547717
50,606.2200988725393
51,552.6188210122463
52,781.3157374248755
53,688.9922157784894
54,640.3946543776988
55,792.8264837502714
56,677.6337190956552
57,532.8266109791722
58,748.5427981233928
59,626.6619987530944
60,790.4428604730991
61,619.7537514297903
62,743.0290755012956
63,581.3106185438397
64,639.9592879159526
65,643.8582651760927
66,650.4773421444314
67,636.59534343436
68,711.3848510181836
69,772.8356597697207
70,569.0905999885631
71,739.0994830826979
72,686.812654823671
73,741.9738035431493
74,704.8693721644717
75,669.6690254689078
76,545.9305783450313
77,622.5832152743213
78,697.4780762730925
79,794.6076512793553
80,730.5190636513464
81,848.6667478684501
82,844.2558094652086
83,670.3181087638026
84,580.9408621301893
85,807.9757731481292
86,550.3270869611722
87,832.9745386523464
88,828.5904513647404
89,707.7495298228805
90,676.1674104214138
91,735.8134489938959
92,663.3690660916717
93,574.8211361479562
94,752.2774164189466
95,681.9955986092998
96,940.1738797274702
97,599.9053751155275
98,632.9904015049901
99,642.260820891164
100,702.0317083678157
101,622.3883937018791
102,717.8911965255005
103,789.7222657553099
104,641.1749352270803
105,716.2833797035239
106,710.9261284053918
107,725.9851545527582
108,708.7715771532255
109,700.9540015373345
110,676.7614491606345
111,581.0143129194096
112,613.9079373901943
113,693.4051131112686
114,725.7882446112432
115,633.5875188335914
116,788.6302623709995
117,773.0454861069095
118,738.8573292956049
119,786.1431826481714
120,708.5313545506102
121,621.8554149852001
122,803.2125937606054
123,567.2463003026368
124,755.6426912833618
125,644.2126402423278
126,608.7402511419693
127,554.1372709432561
128,805.1669512473109
129,739.417148120806
130,646.4109034862249
131,675.4700496001199
132,676.313245952619
133,660.6612633033589
134,644.1602852162124
135,568.5959687060399
136,804.920950165588
137,544.6749007820716
138,695.9219676630057
139,701.8647373831825
140,806.0726111614435
141,830.5729861582219
142,712.6619524469443
143,843.297542005562
144,690.587024175066
145,619.5881364491611
146,734.27754215715
147,690.7589735469231
148,815.0467042729757
149,629.5359966564364
150,734.4712463082648
151,726.2240045722695
152,839.0288497177758
153,681.8691884192322
154,728.6616992896649
155,606.3428449703592
156,487.8201360627289
157,608.67481610077
158,616.8513494790684
159,678.3529970755494
160,784.0459273228147
161,576.3799474392529
162,741.9410803475005
163,769.8721482715838
164,682.5341559925184
165,609.4165405777284
166,682.9372536415652
167,613.0511728116172
168,612.9846798547221
169,708.6879802514007
170,647.9097765564293
171,677.3119546112977
172,712.5142939205559
173,529.1999677389676
174,659.7397749061269
175,614.2123817356874
176,568.4243869427933
177,640.5465987225846
178,789.7162731022947
179,694.4285702549896
180,618.7708134436955
181,762.930733333886
182,792.0049319714459
183,707.5759619736525
184,749.9754880803234
185,710.500874134402
186,537.7229941128717
187,759.280420337611
188,659.3621340383232
189,828.1366415970658
190,618.4525769319944
191,688.9597742899331
192,587.9072800507274
193,650.3725197796871
194,752.7981136109852
195,762.5434109836907
196,631.989853615653
197,727.052275859746
198,682.7563776986249
199,703.4492147006407
200,793.3698553906177
