serial number,credit_amount
1,2916.5302357844657
2,2094.607711172718
3,2613.104171736978
4,2509.011310792278
5,2745.009015699284
6,3882.9150006139516
7,1471.0058232551426
8,1847.1872578877383
9,7364.95398052641
10,3124.632466303032
11,3210.3884506986074
12,1538.9357903858352
13,4235.134662915309
14,1912.680085796768
15,3354.192427292278
16,3317.674079373976
17,1594.2423422892837
18,3878.8354136911757
19,5627.790874325117
20,933.6282792578008
21,2134.7933919698644
22,1503.357185695877
23,2626.4342509297007
24,1334.3723015399198
25,4426.91281117517
26,2088.288775404444
27,2738.9926123308883
28,4743.542808568423
29,4775.567049838273
30,5968.206696730476
31,3891.332523103827
32,2753.55253677603
33,4311.070580623666
34,3863.129076033042
35,1562.6730985245795
36,3305.6171508237885
37,2352.9495320181327
38,2698.5637222078335
39,3538.4350333579287
40,1627.197792096985
41,2332.048409115558
42,3661.4540310265033
43,1528.1259711306561
44,3911.679539330674
45,2652.5628109336308
46,4949.12358255678
47,3580.3362911809536
48,1186.5183972572513
49,2107.7019775433296
50,1300.4694141217062
51,767.175556879341
52,4875.1966577745225
53,4004.1383855480217
54,3516.919861348664
55,4056.94959292171
56,2049.3555673866467
57,1875.6279367893276
58,4204.881048886469
59,2712.160083062296
60,2330.6408020256868
61,2581.435405909485
62,3524.785364424638
63,2066.0189578815653
64,2628.6068243551786
65,2553.08168491595
66,2522.3732546318015
67,2018.4034630859778
68,2769.7365556454993
69,3160.0256707692956
70,1460.5851991872346
71,3896.1803271244144
72,1633.0668890761262
73,3214.3446423678824
74,1104.9202232155876
75,3876.742981272675
76,2122.358741041784
77,6264.364951609341
78,1979.6355935901643
79,5212.926443717502
80,3440.74243652708
81,5351.31276218018
82,6119.195711092472
83,2251.9250631966743
84,1449.9418389833277
85,3960.7019541498084
86,1687.2735282152726
87,5003.360191180739
88,4743.048484943099
89,3539.987985737436
90,4419.730199243054
91,4113.637614610248
92,2760.3782784611453
93,1642.3909278119818
94,4907.708829808301
95,3319.5125471750134
96,6443.336487886259
97,3222.7357059957794
98,1758.7417867437957
99,3075.8848117323755
100,4136.447352015486
101,2968.1267114244556
102,3709.948640052258
103,5233.244223063981
104,2222.708423621622
105,2802.209640001815
106,3880.5369500171637
107,3466.5971879009476
108,3199.0912845411876
109,4473.1919371661725
110,3180.996470903789
111,1772.4404629857008
112,3326.4137476555643
113,3133.00464625213
114,3424.061599914605
115,3544.415046583575
116,6325.57997740708
117,4920.761193322456
118,4880.462301514437
119,3272.9278162240416
120,3374.899606417789
121,2464.878216058927
122,4133.379258709171
123,2115.7299531938206
124,3711.573089464633
125,3872.3371767274207
126,3344.61113042077
127,1994.9180200901233
128,5158.071023873717
129,3195.6396599271484
130,2192.85683386936
131,2855.642239757848
132,3119.350185567373
133,2106.0699542252614
134,2221.3634608995876
135,1794.367305684137
136,4641.284582141903
137,1037.3071642718542
138,3664.6433798657326
139,3547.1316547495508
140,5917.53371221853
141,4977.72251679527
142,1668.1609348131344
143,3875.963827839321
144,2577.594407035708
145,1686.4498668893518
146,4246.234927138145
147,4184.105441578211
148,4599.049557124757
149,2663.4007200219166
150,2855.8648331230743
151,3309.7169610809115
152,4983.255771696401
153,3534.7010980762316
154,3495.7251472573516
155,2097.2108861874376
156,2581.376530427712
157,1740.2691904447
158,2451.1821122086303
159,2645.7848223389065
160,3591.7313116535383
161,1464.8538617828021
162,3989.849814132957
163,3541.6514124401237
164,2729.0302456926447
165,2408.981063961476
166,2714.790135177994
167,2126.8289881703913
168,2989.7964473243833
169,3481.3518280666394
170,2808.7017797759518
171,2058.2846022502135
172,3214.5030254894004
173,3967.4597971500953
174,3793.3115318249434
175,2652.202871435058
176,1379.654820038232
177,2084.5585600872255
178,3701.8144900570655
179,2558.216266405013
180,2881.9511151662673
181,3531.6904153573714
182,4671.038561761373
183,4067.150973161347
184,3866.9711496347927
185,3130.5130657580967
186,1837.3346462675966
187,3906.3495535211987
188,2045.0383472791532
189,5676.777837179139
190,2104.271436670201
191,3424.1890070713057
192,2276.890354793663
193,2926.3200578533724
194,3651.049702041842
195,3222.6341054281643
196,1879.5414198154472
197,4443.3162661587685
198,1986.7577680341915
199,3918.6340638545284
200,4254.396561694521
