serial number,credit_amount
1,2419.367606546164
2,1665.2164303134819
3,2508.3350154590603
4,2279.310357061421
5,2531.0960033380306
6,4322.066846770573
7,1250.6941991013296
8,1392.153120878418
9,8468.639403257757
10,3143.1742391495727
11,3403.7908959718284
12,1190.7974989017353
13,4581.39573677266
14,1455.210274214354
15,3253.35117037541
16,3317.7206739596786
17,1239.1495494583064
18,4257.442032721535
19,6203.251770056013
20,335.5661659312336
21,2002.0487980903608
22,1059.453537800905
23,2303.049255242812
24,802.4099951448147
25,4859.268458172277
26,1763.297864775585
27,2553.443977281435
28,5079.294246488292
29,5141.751090387104
30,6570.090376035399
31,3923.8664128474375
32,2693.292507929956
33,4517.771701947522
34,4210.86821511249
35,1367.8589153980583
36,3260.6965216892395
37,2187.0297504756227
38,2739.4692570287452
39,3575.0979135638972
40,1306.8626880252175
41,2086.048714748098
42,3788.991591516935
43,1186.3580758016933
44,4193.979612403784
45,2148.277929059658
46,5656.629489912069
47,3753.4374323613556
48,773.4995130196094
49,2008.7921049901518
50,754.0949426171201
51,-160.28525563450103
52,5515.901454977837
53,4215.650607007078
54,3698.3196985300115
55,4259.7056864150145
56,1902.6803398426878
57,1343.4155280157092
58,4411.29592626127
59,2727.0267278556585
60,2043.4051291667356
61,2363.590219132888
62,3610.6560455432227
63,2016.6500031652472
64,2491.8680512604733
65,2358.9374839463653
66,2303.113890721224
67,1735.2469318205176
68,2572.5392872773064
69,3041.7533693530295
70,726.9527609358383
71,4193.666925734212
72,1066.994716672953
73,3187.6524312750985
74,466.61228407507997
75,4357.5353896292945
76,1710.4986735584555
77,7480.762319907208
78,1552.4471419308197
79,5823.898084889189
80,3755.838512241508
81,5955.896360278974
82,7134.1084184203055
83,1903.6387435322772
84,706.116093532517
85,4288.448500390341
86,1288.653287931301
87,5434.627522519486
88,5269.383909329491
89,3437.374470563892
90,4957.574191872976
91,3886.9778200953783
92,2609.809661574768
93,1107.358792132156
94,5441.053847094718
95,3514.3823724716576
96,7240.435217491327
97,3248.5698483060246
98,1305.3600713364867
99,3162.5458643395996
100,4691.118950148814
101,2846.044320979665
102,4288.926787083137
103,5737.804027045997
104,2096.869184989519
105,2600.7700155422212
106,4120.897060034588
107,3987.259720765722
108,3317.8054910351802
109,5110.016047157575
110,3500.8174468812454
111,1376.0688318760701
112,3470.775738015063
113,3200.8316587406575
114,3645.767396997457
115,3768.326324112856
116,7003.787097676322
117,5650.022710227653
118,5346.719248936473
119,3331.2964719709234
120,3153.952234269205
121,2154.423570118922
122,4369.810505776393
123,1948.9919425795924
124,3803.4644079584386
125,4507.034850661092
126,3626.836667441444
127,1638.232919802285
128,5444.212818750833
129,3261.90625598343
130,1909.1741798588498
131,3002.0264871742884
132,3241.7672724033564
133,1861.5478464084522
134,1849.4531675408628
135,1323.127300804324
136,4844.892745277007
137,515.025656416356
138,3789.8271426222773
139,3413.892279325631
140,6730.605840635288
141,5672.861946615207
142,1268.5213186502797
143,4067.567068999293
144,2503.255866662773
145,1214.1476853368808
146,4788.696480655484
147,4648.006354454375
148,4851.853449174826
149,2738.1940764698284
150,2742.9374000626867
151,3014.031457108948
152,5597.247163344045
153,3597.962492350232
154,3247.960177625273
155,1872.4223859299427
156,2174.5374208678295
157,1177.9308404551894
158,2329.4800661362806
159,2652.478946495741
160,3343.3043517997685
161,993.5747200043247
162,4396.692826176371
163,3768.6468430489904
164,2502.1689643707
165,2442.6018485004806
166,2612.165014211922
167,1869.7650295999572
168,2559.8875326764883
169,3849.6460585986133
170,2954.0720412753726
171,1694.4092290812223
172,3442.797535198416
173,4401.299294754761
174,3848.511861012989
175,2591.026988276545
176,911.5638014333972
177,1944.171651831061
178,3612.891968478754
179,2190.3622192821686
180,2987.484957498431
181,3716.967149195802
182,4635.299484454993
183,4166.58031650086
184,4135.552440569184
185,3264.1003507345313
186,1293.0726902864446
187,4205.378521618143
188,1712.740742656368
189,6054.271757821798
190,1729.5902971896348
191,3671.7252963984756
192,1974.7538095194336
193,3120.582459369876
194,3569.0108877319462
195,3236.256757403197
196,1627.8392540326518
197,4804.637403224586
198,1572.3324477531105
199,4173.327975651798
200,4350.0195786778495
